Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MasVnrArea_not_missing,MasVnrArea_times_not_missing,GarageYrBlt_not_missing,GarageYrBlt_times_not_missing,LogLotArea,LogBsmtFinSF1,LogBsmtFinSF2,LogBsmtUnfSF,LogTotalBsmtSF,Log1stFlrSF,Log2ndFlrSF,LogLowQualFinSF,LogGrLivArea,LogGarageArea,LogWoodDeckSF,LogOpenPorchSF,LogEnclosedPorch,Log3SsnPorch,LogScreenPorch,LogPoolArea,LogMiscVal,LogSalePrice,LogMasVnrArea_times_not_missing
874,40,RL,12144,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,Missing,Missing,Othr,0,9,2009,WD,Normal,133000,True,0.0,True,1949.0,9.404672841436273,5.929589143389895,0.0,6.126869184114185,6.725033642166843,6.9440872082295275,0.0,5.4510384535657,7.1459844677143876,5.666426688112432,0.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,11.79810440720389,0.0
875,50,RM,5720,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,Missing,Detchd,1941.0,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,Missing,Missing,Missing,0,8,2009,WD,Abnorml,66500,True,0.0,True,1941.0,8.651898894268529,0.0,0.0,6.517671272912275,6.517671272912275,6.517671272912275,6.1224928095143865,0.0,7.0317412587631285,5.303304908059076,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,11.104957226643945,0.0
876,60,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,208,364,0,0,0,0,Missing,Missing,Missing,0,8,2007,New,Partial,303477,True,0.0,True,2007.0,9.105090961257085,4.174387269895637,0.0,7.02197642307216,7.077498053569231,7.077498053569231,7.2633296174768365,0.0,7.8674885686991285,6.311734809152915,5.342334251964811,5.8998973535824915,0.0,0.0,0.0,0.0,0.0,12.623061104072981,0.0
877,20,RL,25286,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,1963.0,Unf,2,648,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,1,2007,WD,Normal,132250,True,0.0,True,1963.0,10.138045708665592,6.452048954437226,0.0,6.068425588244111,6.970730078143525,6.947937068614969,0.0,0.0,6.947937068614969,6.47543271670409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.792449349720545,0.0
878,60,RL,8834,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,GasA,Ex,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,350000,True,216.0,True,2004.0,9.086476384753796,7.065613363597717,0.0,5.680172609017068,7.288244401020124,7.288244401020124,6.637258031284457,0.0,7.707512194600341,6.6052979209482015,5.220355825078324,0.0,0.0,0.0,0.0,0.0,0.0,12.765688433465597,5.37989735354046
879,85,RL,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,GasA,TA,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,0,Missing,Detchd,1987.0,Unf,2,576,TA,TA,Y,192,0,0,0,0,0,Missing,MnPrv,Shed,400,6,2010,WD,Normal,148000,True,0.0,True,1987.0,9.37441309371334,6.802394763324311,0.0,5.351858133476067,7.01211529430638,7.052721049232323,0.0,0.0,7.052721049232323,6.3578422665081,5.262690188904886,0.0,0.0,0.0,0.0,0.0,5.993961427306569,11.904967552746252,0.0
880,20,RL,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1978.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,Missing,GdWo,Missing,0,7,2009,WD,Normal,136500,True,90.0,True,1978.0,8.853808274977197,6.472346294500901,0.0,5.389071729816501,6.762729506931879,6.762729506931879,0.0,0.0,6.762729506931879,5.820082930352362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.824079893607152,4.51085950651685
881,20,RL,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,GasA,Gd,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,TA,5,Typ,0,Missing,Attchd,2005.0,Fin,2,450,TA,TA,Y,0,49,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,157000,True,0.0,True,2005.0,8.857230494201946,6.8885724595653635,0.0,4.709530201312334,6.994849985833071,6.994849985833071,0.0,0.0,6.994849985833071,6.111467339502679,0.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,11.964001084330445,0.0
882,50,RL,13758,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,GasA,Ex,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,168,36,0,0,0,0,Missing,Missing,Missing,0,4,2007,WD,Normal,187500,True,117.0,True,1990.0,9.529448434427817,6.805722553416985,0.0,5.541263545158426,7.053585727193677,7.080026499922591,6.274762021241939,0.0,7.4489161025442,5.993961427306569,5.1298987149230735,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,12.141534124392603,4.770684624465665
883,60,RL,9636,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,Gd,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,342,40,0,0,0,0,Missing,MnPrv,Missing,0,12,2009,WD,Normal,178000,True,0.0,True,1993.0,9.173365135851288,0.0,0.0,6.695798917058491,6.695798917058491,6.695798917058491,6.666956792429207,0.0,7.374001859350161,5.966146739123692,5.8377304471659395,3.713572066704308,0.0,0.0,0.0,0.0,0.0,12.089538829274222,0.0
884,75,RL,6204,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,0,795,795,GasA,TA,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,Missing,Detchd,1997.0,Unf,1,440,TA,Gd,Y,0,188,0,0,0,0,Missing,Missing,Missing,0,3,2006,WD,Normal,118500,True,0.0,True,1997.0,8.733110697638708,0.0,0.0,6.679599185844383,6.679599185844383,6.86171134048073,6.679599185844383,6.1779441140506,7.7102051944325325,6.089044875446846,0.0,5.241747015059643,0.0,0.0,0.0,0.0,0.0,11.682668239557323,0.0
885,20,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,0,460,892,GasA,TA,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,1967.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,Missing,GdWo,Missing,0,7,2009,WD,Normal,100000,True,60.0,True,1967.0,8.875007486048396,6.07073772800249,0.0,6.133398042996649,6.794586580876499,6.794586580876499,0.0,0.0,6.794586580876499,5.666426688112432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.512925464970229,4.110873864173311
886,120,FV,5119,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,GasA,Ex,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,Missing,Missing,Missing,0,1,2008,CWD,Abnorml,328900,True,60.0,True,1999.0,8.540909718033554,7.122059881629142,0.0,6.133398042996649,7.4377951216719325,7.444248649496705,0.0,0.0,7.444248649496705,6.2285110035911835,4.584967478670572,4.189654742026425,0.0,0.0,0.0,0.0,0.0,12.703509032177148,4.110873864173311
887,90,RL,8393,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528,Unf,0,1098,1626,GasA,Ex,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,0,Missing,Attchd,2005.0,Fin,2,588,TA,TA,Y,272,54,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Family,145000,True,122.0,True,2005.0,9.035272443893536,6.270988431858299,0.0,7.002155954403621,7.394493107219038,7.44600149832412,0.0,0.0,7.44600149832412,6.3784261836515865,5.60947179518496,4.007333185232471,0.0,0.0,0.0,0.0,0.0,11.884489021402711,4.812184355372417
888,50,RL,16466,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,TA,8,Typ,0,Missing,Attchd,1955.0,Unf,1,300,TA,TA,Y,121,0,0,0,265,0,Missing,Missing,Missing,0,4,2008,WD,Normal,135500,True,0.0,True,1955.0,9.709113657218,0.0,0.0,6.705639094860003,6.705639094860003,6.771935555839602,6.257667587882639,0.0,7.2399325913204695,5.707110264748875,4.804021044733257,0.0,0.0,0.0,5.583496308781699,0.0,0.0,11.816726919301892,0.0
889,20,RL,15865,Pave,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,GasA,Ex,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,621,TA,TA,Y,81,207,0,0,224,0,Missing,Missing,Missing,0,10,2007,WD,Normal,268000,True,0.0,True,1970.0,9.671933733861948,5.863631175598097,6.714170529909472,6.950814768442584,7.704361167910313,7.704361167910313,0.0,0.0,7.704361167910313,6.432940092739179,4.406719247264253,5.337538079701318,0.0,0.0,5.41610040220442,0.0,0.0,12.498742259492994,0.0
890,20,RL,12160,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024,Unf,0,481,1505,GasA,Ex,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,Missing,Missing,Missing,0,2,2009,WD,Normal,149500,True,90.0,True,1953.0,9.405989388981,6.932447891572509,0.0,6.1779441140506,7.317212408359839,7.317212408359839,0.0,0.0,7.317212408359839,6.226536669287466,0.0,0.0,0.0,5.093750200806762,0.0,0.0,0.0,11.915051671812877,4.51085950651685
891,50,RL,8064,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Shed,2000,7,2007,WD,Normal,122900,True,0.0,True,2003.0,8.99528899055931,0.0,0.0,6.511745329644728,6.511745329644728,6.511745329644728,5.53338948872752,0.0,6.829793737512425,6.3578422665081,0.0,0.0,0.0,0.0,0.0,0.0,7.601402334583733,11.719126295554126,0.0
892,60,RL,11184,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,500,192,918,GasA,Gd,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,172500,True,92.0,True,1978.0,9.32232887392423,5.424950017481403,6.2166061010848646,5.262690188904886,6.823286122355687,6.823286122355687,6.641182169740591,0.0,7.428927194802272,6.089044875446846,5.497168225293202,0.0,0.0,0.0,0.0,0.0,0.0,12.058152515453552,4.532599493153256
893,20,RL,8414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,396,1059,GasA,TA,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1963.0,RFn,1,264,TA,TA,Y,192,0,0,0,0,0,Missing,MnPrv,Missing,0,2,2006,WD,Normal,154500,True,0.0,True,1963.0,9.037771106624906,6.498282149476434,0.0,5.983936280687191,6.966024187106113,6.974478911025045,0.0,0.0,6.974478911025045,5.579729825986222,5.262690188904886,0.0,0.0,0.0,0.0,0.0,0.0,11.947949375319936,0.0
894,20,RL,13284,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,GasA,TA,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1,354,TA,TA,Y,511,116,0,0,0,0,Missing,GdPrv,Missing,0,6,2008,WD,Normal,165000,True,0.0,True,1954.0,9.494390858193913,6.970730078143525,0.0,5.768320995793772,7.232733136177615,7.232733136177615,0.0,0.0,7.232733136177615,5.872117789475416,6.238324625039508,4.762173934797756,0.0,0.0,0.0,0.0,0.0,12.013700752882718,0.0
895,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Unf,0,Unf,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,Missing,Attchd,1979.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Alloca,118858,True,0.0,True,1979.0,8.856376036730422,0.0,0.0,0.0,0.0,7.336936913707618,0.0,0.0,7.336936913707618,5.993961427306569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.685684782260491,0.0
896,60,RL,7056,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,0,380,780,GasA,TA,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,Missing,Missing,Missing,0,10,2008,WD,Normal,140000,True,415.0,True,1963.0,8.86177531100083,5.993961427306569,0.0,5.942799375126701,6.660575149839686,6.891625897052253,6.70196036600254,0.0,7.493873886783559,6.182084906716632,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,11.84939770159144,6.030685260261263
897,30,RM,8765,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,0,666,951,GasA,Ex,N,SBrkr,951,0,0,951,0,0,1,0,2,1,TA,6,Typ,0,Missing,Detchd,1936.0,Unf,1,327,TA,TA,Y,0,28,0,0,0,0,Missing,Missing,Missing,0,4,2006,WD,Abnorml,106500,True,0.0,True,1936.0,9.078635880978755,5.655991810819852,0.0,6.502790045915623,6.858565034791365,6.858565034791365,0.0,0.0,6.858565034791365,5.793013608384144,0.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,11.575900264131617,0.0
898,90,RL,7018,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Unf,0,Unf,0,0,0,GasA,TA,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,TA,12,Typ,0,Missing,Detchd,1979.0,Unf,2,528,TA,TA,Y,154,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Alloca,142953,True,0.0,True,1979.0,8.856376036730422,0.0,0.0,0.0,0.0,7.02197642307216,7.02197642307216,0.0,7.714677473800927,6.270988431858299,5.043425116919247,0.0,0.0,0.0,0.0,0.0,0.0,11.870271183889114,0.0
899,20,RL,12919,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,GasA,Ex,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3,820,TA,TA,Y,0,67,0,0,0,0,Missing,Missing,Missing,0,3,2010,New,Partial,611657,True,760.0,True,2009.0,9.466531777336593,7.691200097522863,0.0,4.962844630259907,7.754052639035757,7.768533300926033,0.0,0.0,7.768533300926033,6.710523109452428,0.0,4.219507705176107,0.0,0.0,0.0,0.0,0.0,13.323926946863102,6.634633357861686
900,20,RL,6993,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,0,447,912,GasA,TA,Y,SBrkr,1236,0,0,1236,0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD,Normal,135000,True,0.0,True,1961.0,8.852807917623322,6.144185634125646,0.0,6.104793232414985,6.816735880594968,7.1204443723924875,0.0,0.0,7.1204443723924875,5.666426688112432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.813030057420567,0.0
901,20,RL,7340,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,0,536,858,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1979.0,Unf,1,684,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,110000,True,0.0,True,1979.0,8.901230352110781,5.777652323222656,0.0,6.285998094508865,6.755768921984255,6.755768921984255,0.0,0.0,6.755768921984255,6.529418838262226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.608235644774552,0.0
902,20,RL,8712,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,992,GasA,TA,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,1968.0,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,153000,True,0.0,True,1968.0,9.072571442231286,6.7580945044277305,0.0,4.890349128221754,6.900730664045173,7.175489713624222,0.0,0.0,7.175489713624222,6.6293632534374485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.938193200374572,0.0
903,60,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,783,783,GasA,Ex,Y,SBrkr,807,702,0,1509,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2,393,TA,TA,Y,0,75,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,180000,True,0.0,True,2003.0,8.971575439759016,0.0,0.0,6.664409020350408,6.664409020350408,6.694562058521095,6.555356891810665,0.0,7.31986492980897,5.976350909297934,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,12.100712129872347,0.0
904,20,RL,14859,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1670,1670,GasA,Ex,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,690,TA,TA,Y,144,60,0,0,0,0,Missing,Missing,Missing,0,8,2006,New,Partial,240000,True,27.0,True,2006.0,9.60642831827175,0.0,0.0,7.421177528595393,7.421177528595393,7.421177528595393,0.0,0.0,7.421177528595393,6.53813982376767,4.976733742420574,4.110873864173311,0.0,0.0,0.0,0.0,0.0,12.388394202324129,3.332204510175204
905,20,RL,6173,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599,Unf,0,277,876,GasA,TA,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1967.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,8,2007,WD,Normal,125500,True,75.0,True,1967.0,8.728102205062104,6.396929655216146,0.0,5.627621113690637,6.776506992372183,6.805722553416985,0.0,0.0,6.805722553416985,5.666426688112432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.740061037553975,4.330733340286331
906,20,RL,9920,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354,LwQ,290,412,1056,GasA,TA,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1954.0,RFn,1,280,TA,TA,Y,0,0,164,0,0,0,Missing,MnPrv,Missing,0,2,2010,WD,Normal,128000,True,110.0,True,1954.0,9.202409001649903,5.872117789475416,5.673323267171493,6.023447592961033,6.963189985870238,6.96979066990159,0.0,0.0,6.96979066990159,5.638354669333745,0.0,0.0,5.10594547390058,0.0,0.0,0.0,0.0,11.759785542901755,4.709530201312334
907,20,RL,13501,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63,Unf,0,1560,1623,GasA,Ex,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,0,60,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,255000,True,208.0,True,2006.0,9.510593101601815,4.1588830833596715,0.0,7.353081920515432,7.392647520721623,7.400620577371135,0.0,0.0,7.400620577371135,6.763884908562435,0.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,12.449018824140563,5.342334251964811
